uuid,text_data
aebbed60-9d6d-4fd8-b4c2-ce747a609d26," generalized scope of work for the desired approach and deliverables. Vendors prepare a response in a given timeline that best meets the needs of the agency as defined in the scope of work. The agency then selects the “most responsive” vendor in accordance with a set of predefined criteria. While the traditional RFP method works well to meet agency needs with well -defined s olutions, it can limit an agency’s ability to solicit a broad spectrum of innovative solutions from the private sector in response to a specific need. To provide flexibility and encourage innovation, many agencies have implemented additional methods “upstr eam” of the RFP process to first convey needs – rather than solutions – to the private sector.8 In this age of rapid technology development, these upstream approaches have grown in popularity as a means for obtaining fresh and innovative ideas and technology solutions to meet stated needs or strategic objectives. Organizations can then apply the information gleaned from the submittals"
aebbed60-9d6d-4fd8-b4c2-ce747a609d26," as the basis for a full open and competitive solicitation. These approaches do not replace or sidestep traditional procurement policy; rather, they help agencies gather ideas and solutions that will either inform future RFPs or be more suited for an alternative procurement method, such as a sole source award. These idea intake methods – including Unsolicited Proposal policies, innovation challenges, Requests for Information (RFIs), and no- cost or low -cost Demonstration Proposals – allow organizations to learn about new ideas and technology solutions based on stated needs or strategic objectives. The best method for an agency to use will depend on the nature and scale of the need being met, the level of specificity that is already known about potential solutions, and existing partnerships with accelerators or private sponsors that the agency can leverage. Each of these methods is briefly described as follows: 1. Unsolicited Proposals (U P). A way for government agencies to obtai n new or innovative ideas ,"
aebbed60-9d6d-4fd8-b4c2-ce747a609d26," methods, approaches, and technologies to accomplish its mission or address a specific need. UPs are written proposals that are submitted for the purpose of obtaining an award with the government and are not in response to a formal or informal request other than a general statement of needs publicized by the agency. Generally, the proposal must be innovati ve and unique; be independently originated and developed by the offeror ; 8 For the purpose of this section, “private sector” encompasses a range of organizations including private companies, startups and accelerators, universities and university researc h centers, and not -for-profits). Emerging Technologies Committee Building Innovat ion Capacity : Toll Industry Practice And Trends 19 of 23 and include sufficient detail to permit a determination that government support could be worthwhile , and the proposed work could benefit the government organization.  Examples of agencies with established UP policies include: the Colorado High Performance"
aebbed60-9d6d-4fd8-b4c2-ce747a609d26," Transportation Enterprise (HPTE), the Kansas City Area Transportation Authority (KCATA), and E -470 in Denver.  To help guide proposals so that they meet an agency need, some agencies publish “problem statements” or “challenge statements.” These statements s erve to communicate the agency’s pain points to the private sector, who can respond with unsolicited proposals in the hopes of receiving a sole source award or persuading the agency to issue a competitive RFP based on their proposed solution. LA Metro has even held Unsolicited Proposal Forums (also known as the Metro Accelerator Series) to foster dialogue with the private sector and improve the quality and relevance of proposals.  The majority of UP policies include two phases: vendors submit a Phase 1 proposal, and if the agency wants to know more about the solution, they request a more detailed Phase 2 proposal for evaluation.  Online platforms such as Submittable, Evalato, or Award Force are available to help collect, screen, evaluate, and manage"
aebbed60-9d6d-4fd8-b4c2-ce747a609d26," expressions of interest from prospective vendors. These platforms allow multiple judges to review submissions and communicate with submitters and other judges as needed. 2. Innovation Challenges. Innovation challenges are another way for agencies to generate interest and gain a broad range of innovative ideas from the private sector in a specific category, such as equitable mobility or clean energy. Winners are generally awarded a set amount of money to implement a pilot project. Challenges can help agencies establish partnerships with think tanks or start -up accelerators. Funding for challenges can come from a combination of public and private sponsors, as evidenced by the following examples:  USDOT Smart City Challenge9  Bloomberg American Cities Climate Challenge10  City One Challenge in Austin, TX11  i77 Partners Innovation Challenge Competition 9 https://www.transportation.gov/smartcity 10 https://www.bloomberg.org/program/environment/climatechallenge/ ; https://austintexas.gov/news/mike -bloomberg"
aebbed60-9d6d-4fd8-b4c2-ce747a609d26," - names- austin -winner- bloomberg -american -cities- climate -challenge 11https://media.ford.com/content/fordmedia/fna/us/en/news/2020/01/21/austin- announces -winners -of-city-one- challenge.html Emerging Technologies Committee Building Innovat ion Capacity : Toll Industry Practice And Trends 20 of 23 3. Request for Information (RFI) . RFIs are used to gain general information about potential vendors and the products and services they offer. The ultimate goal of sending an RFI is to see how a potential supplier’s products and services can best be used to solve solutions and fit business needs. RFIs are useful for understanding what each company has to offer and evaluating each company’s ability to meet the stated need. For instance, Florida’s Turnpike Enterprise issued an RFI for its back -office SunPass system in 2019,12 and SRTA in Georgia issued an RFI in 2020 for firms specializing in transit operations and maintenance13. 4. No-Cost or Low -cost Demonstration Proposal (DP) . DPs (also known as “Proof"
aebbed60-9d6d-4fd8-b4c2-ce747a609d26," of Concepts”) are often used to pilot technologies or systems. Because there are de minimis or no cost involved with the DP, there is no need for a formal procurement process and a project agreement usually suffices. However, DPs are mutually beneficial to vendors and agencies; the agency receives information about potential solutions at no cost (apart from staff time to implement, etc.), and the vendor has the opportunity to test solutions in a real-world environment, es sentially as a beta- test. An example of an DP is the Central Texas Regional Mobility Authority’s demonstration partnership with Kapsch TrafficCom and Ford Motor Company to develop capabilities for connected vehicles to provide real - time toll rates, confirm toll payment, and offer a wider range of payment options. Moving forward, as the toll industry ’s innovation efforts mature and pursuits of emerging technologies grow, organizations will become increasingly exposed t o and experienced with flexible procurement processes . The sharing"
aebbed60-9d6d-4fd8-b4c2-ce747a609d26," of experiences, lessons learned, and sample materials such as partnership agreements and RFI and other templates will be of mutual benefit to both public and private sector organizations . Tools and Resources to Support I nnovation and T echnology Planning A successful innovation program helps organizations chart a path for adoption of new technologies, processes, and programs that are aligned with business strategy and the technology landscape. With new ideas and technology being introduced on a fast pace, a challenge lies in managing and sorting through the plethora of information, webinar invitations and industry news regarding emerging technology , business process innovations, and industry trends that bombards inboxes on a daily basis. How can organizations see beyond what's new to what's next? 12 https://fdotwww.blob.core. windows.net/sitefinity/docs/default -source/info/co/news/newsreleases/092019- rfi- release.pdf?sfvrsn=ad9804e6_2 13 https://www.srta.ga.gov/procurement/#20- 070 Emerging Technologies"
aebbed60-9d6d-4fd8-b4c2-ce747a609d26," Committee Building Innovat ion Capacity : Toll Industry Practice And Trends 21 of 23 Organizations can be deliberate in their monitoring and evaluat ion of emerging technologies and innovations by making use of a variety of tools and resources that are readily available. These tools and resources can serve very specific and / or multiple objectives ranging from simply tracking the emergence of technology or status of technology maturity -levels (e.g., readiness to deploy) , to deciphering the market trends (e.g., current and future market penetration of connected or electr ic vehicles) to managing innovation idea intake process and resulting innovation projects. Some tools are available at low or no cost while others require the organization to make a substantial investment . During this industry scan, organizations mentioned several types of tools and resources they found useful in planning and managing their innovation programs. They are broadly classified here as three types o f tools: Research and"
aebbed60-9d6d-4fd8-b4c2-ce747a609d26," Advisory Services (Gartner, Forrester, InfoTech, Deloitte, McKinsey ), Innovation Platforms and Program Management Tools (gtmhub, Microsoft Azure, Amazon Web Services , Planbox ) and Innovation Blogs and Websites (Innovation Management, Board of Innovation, Innovation Leader). Organizations or individuals leading active innovation programs tend to invest in or refer to one or more of these tools and rely on them in guiding their business and technology decisions. Moving forward, a deeper exploration into the tools and resources that have proven to be successful in managing innovation, removing obstacles , and encouraging participation may go far in guiding organizations as they progress in building capacity for innovation. Recommendations and Next Steps IBTTA industry leaders are making advances in innovation that facilitate the adoption of emerging technology to transform their business practices and operations. This industry scan demonstrated that industry leadership recognizes the importance of innovation"
aebbed60-9d6d-4fd8-b4c2-ce747a609d26," to their organizations; it is increasingly showing up in mission statements, core values, and strategic plans. In fact, 94% of survey respondents stated that their organization’s leadership demonstrated a commitment to innovation and the remaining 6% shared their leadership was planning on it. O ver two thirds (69%) are backing up their commitment to innovation by dedicating an individual or building teams to enable innovation. Among those that do have designated staff or departments shared they have also dedicated an executive or senior manager at this position. Despite this, innovation and data analytics is largely under -resourced in both staffing and budget allocations, and as a result, efforts are largely ad hoc. Few or ganizations have formal, well - defined and centrally directed programs, with processes in place and tools to support and manage innovation. Yet, the tolling industry is making progress in advancing innovation initiatives that are process - and/or technology -driven. In step with these"
aebbed60-9d6d-4fd8-b4c2-ce747a609d26," efforts are movement s Emerging Technologies Committee Building Innovat ion Capacity : Toll Industry Practice And Trends 22 of 23 toward more data centric organizations, with industry leaders recognizing the value of data and data analytics to inform planning, operations and business intelligence. This best practice scan offers a basel ine perspective of progress being made in the innovation movement. It also shows that gaps exist between what innovation can offer our industry as a whole, and the progress that individual organizations are making. Both public and private sector employees attend conferences, make presentations, serve on panels and in work ing groups , etc., and it is in these venues that they learn about new opportunities, emerging technologies and deployment initiatives, demonstration projects, and special interests of public agencies. Furthermore, outside of professional organization events, outreach and formal working groups, peer -to-peer conversations often occur based on preexisting"
aebbed60-9d6d-4fd8-b4c2-ce747a609d26," personal relationships. R elationships are also the most common way private sector learns about needs with public agencies. This norm limits the amount of information sharing going on to formal groups and people who know each other. During the course of this assessment, discussions arose across both public and private sector organizations about the lack of, need for , and value of establishing a central repository or digital communications exchange venue that builds awareness of which agencies are working on what and on advancements in emerging technologies . Recommendations Given the trends and observations resulting from this scan, the following recommendations are offered for consideration by IBTTA and organizations . 1. Annual survey and report on the state of practice of IBTTA membership and related industries to identify current and planned practices/systems and best practices for:  Innovation capacity within o rganizations .  Emerging technology and u tilization .  Data and a nalytics (i.e."
aebbed60-9d6d-4fd8-b4c2-ce747a609d26," architecture and staffing/ resources ). 2. Facilitate information sharing and b est practices using:  Develop a system or expand the capabilities of IBTTA’s “The Exchange” and TOLLMINER™ to enable a digital forum (e.g., see SAE Forum) for innovation, emerging technology, demonstration, and testing projects . This might be accomplished through IBTTA and/or a sponsor organization to incorporate an interactive “Innovation and Technology Map” like Figure 3 in this paper .  Establish a peer exchange for innovation and e merging technology (modeled after AASHTO: https://research.transportation.org/peer -exchange- program/ ). This Emerging Technologies Committee Building Innovat ion Capacity : Toll Industry Practice And Trends 23 of 23 might be accomplished through IBTTA’s “Peer Exchange” and/or in partnership with an organization. Dedicated resources will be needed to keep project and contact information current and accurate. 3. Potential topics for 2021  Customer Service Modernization. Co nduct a survey of"
aebbed60-9d6d-4fd8-b4c2-ce747a609d26," toll agencies and retail centric third- party providers and other industries outside of the toll industry and identify best practices and gaps in practice. The specific area of interest is how organizations and companies are interacting w ith their customers (i.e. website, social media, call center suppor t).  Impact of the COVID -19 Pandemic on Building Innovation Capacity .  Flexible procurement processes .  Tools and r esources to support Innovation, technology, demonstration, and pilot programs. Emerging Technologies Committee Building Innovat ion Capacity : Toll Industry Practice And Trends A-1 APPENDIX A: Quick Reference Brief | Strategy for Innovation and Technology This quick reference brief outlines guidance provided in the 2019 white paper on two broad strategies for effectively meeting the transformational emerging technology challenges ahead while engaging and being relevant in our rapidly evolving mobility ecosystem: building innovation capacity and advancing regional collaboration /"
aebbed60-9d6d-4fd8-b4c2-ce747a609d26," interoperability . Building Innovation Capacity To achieve an integrated mobility ecosystem, organizations will need to invest in building organizational capacity for innovation.  Leadership committing to innovation  Establishing dedicated innovation team or department  Developing an organization, staffing, and resource plan  Delivering innovation using an agile program / project management process  Developing a future-focused technology plan  Considering iterative, flexible procurement and contracting approaches involving the private sector  Implementing a Data Platform / Data Sharing Hub Advancing regional collaboration / interoperability The new integrated mobility ecosystem will require a stronger focus on regional collaboration in the planning and deployment of new transportation services. Institutional silos must be overcome, and organizations must seek out opportunities to learn and collaborate with their regional partners and stakeholders.  Committing to advancing regional collaboration and"
aebbed60-9d6d-4fd8-b4c2-ce747a609d26," interoperability  Participating in a Transportation Innovation Council or Task Force  Participating in, support, champion, or lead in TSMO Emerging Technologies Committee Building Innovat ion Capacity : Toll Industry Practice And Trends B-1 APPENDIX B: Innovation Capacity Survey Findings In August 2020, an online survey was distributed to members of the IBTTA ETC to explore the extent in which they were (or were not) making progress in advancing their capacity to lead enterprise-scale innovation efforts. The survey results are presented here; they reflect responses from 30 unique peer organizations who are leading the way in innovation within the tolling industry. These results can be used to gauge overall industry progress related to innovation, but also as a reference guide for agencies looking to build a culture of innovation. The information should enable organizations to evaluate their unique circumstances and identify evolutionary organizational changes that may be essential to remain competitive and"
aebbed60-9d6d-4fd8-b4c2-ce747a609d26," relevant in the rapidly changing transportation ecosystem. The results are organized into two sections:  Error! Reference source not found.   Resourcing and Funding Innovation Each section presents the data findings along with Highlights of Practice that showcase illustrative examples by peer organizations. Leadership Commitment to Innovation 94% Highlights of Practice • Innovation is a focus of the Ohio Turnpike’s Strategic Annual Retreat and progress is reported in quarterly meetings of their management team. The agency relies on its centralized data warehouse and reporting system, “gtmhub,” to monitor progress (see https://gtmhub.com/) • RS&H has enh anced their Emerging Technologies Group with a strategic plan for working with agency partners, technology providers, and OEMs in response to industry evolution with regard to innovation and emerging technology. • SRTA shares that innovation is part of our s trategic planning process and innovations are driven by our CIO and Director of Transportation"
aebbed60-9d6d-4fd8-b4c2-ce747a609d26," Performance and Innovation. Often, Engineering and Operations push new ideas as well.” • Beijing Jiaotong University cites its strategic plan as the commitment source. of respondents say their organization’s leadership demonstrates a commitment to innovation. 6% say their leadership is planning on it. Commitments to innovation can take many forms from inclusion in strategic plans, organizational vision to assigning resources (including staff and budget). teams. 1 Emerging Technologies Committee Building Innovat ion Capacity : Toll Industry Practice And Trends B-2 Establishing a dedicated team or department 69% The majority but not all of peer organization leaders are backing up their commitment to innovation by dedicating an individual, or building teams, to enable innovation. Highlights of Practice • THEA has a Director of Planning and Innovation. • I-77 shared they have innovation staff at the corporate level, but not at the concession level. However, there are data analytics at both corporate and"
aebbed60-9d6d-4fd8-b4c2-ce747a609d26," concession levels. • The E-470 Public Highway Authority cr eated an innovation team in Spring 2020 that initiated an innovation idea intake form and meets whenever they receive a new submission from a vendor. • Innovation at the Miami -Dade Expressway Authority (MDX), which has 32 employees, is led by the Executive Director and leadership team. Using consultants to fill the role of subject matter experts “works very well.” of respondents say they have staff and/or departments designated to innovation. 27% say they have no plans to do this. Among those that do have designated staff or departments shared they have dedicated an executive or senior manager at this position; several are creating innovation teams. Developing a staffing resource plan that reflects innovation -oriented skill sets 53% As an organization’s innovation focus matures and initiatives develop, their staffing and internal resources should be regularly assessed for congruence with strategic priorities and innovation investments and skill set"
aebbed60-9d6d-4fd8-b4c2-ce747a609d26," needs. Highlights of Practice • As a consultant to Georgia Department of Transportation (GDOT), Atkins is hiring two FTEs for innovation and is working closely with GDOT to determine the best skill set • THEA shared that with ACES (Automated, Connected, Electric and Shared) and Connected Vehicles (CV) as components of their Strategic Plan and with sev eral significant capital projects underway, they are procuring consultant contracts to facilitate these efforts and provide the requisite skill sets. of respondents reported they are currently developing staffing and resource plans. 31% have no plans to do it or are not sure. 2 3 Emerging Technologies Committee Building Innovat ion Capacity : Toll Industry Practice And Trends B-3 Delivering innovation using an ad hoc or formally defined process (such as waterfall, agile) 69% The ability to move quickly and adopt a fast moving and iterative version of “plan, test, execute and measure” works well with delivering innovation. Highlights of Practice • Among the"
aebbed60-9d6d-4fd8-b4c2-ce747a609d26," organizations reporting they are adopting agile frameworks are Glovalbia , Douglas Stuart, I -77 to support Concession level, SR&H Inc ., and E470. • E-470 shared they “transitioned to a more agile approach with better sprint planning and CAB meetings to approach projects more efficiently.” • Illinois Tollway is developing an ePMO for innovation. • CTRMA follows an innovation funnel approach to innovation: “Di scover, Develop, Deploy.” of peer organizations are adopting agile type of frameworks. Many are starting out with ad hoc processes but are working towards a formally defined process. A continuous improvement process method or tool (e.g., Six Sigma, TQM) 53% The use of a continuous improvement process method or tool was not raised as a strategy in the 2019 white paper on innovation. However, during the planning of this survey, it arose as tool to support process -driven innovation among workgroup members, so it was included in the survey. Highlights of Practice • Globalvia cited the use of Quality"
aebbed60-9d6d-4fd8-b4c2-ce747a609d26," management based in ISO 9001. • Illinois Tollway shared they have no formal structure but are moving toward using improved tools for visualizing improvement trends. • Douglas Stuart shared “We just follow the Japanese philosophy of Kaizen. We seek a 1% improvement in all of our processes. It’s on our website in our marketing materials and is part of every internal/external meeting. We are always asking, “is there a better way?” of respondents said they are currently doing it or planning on it. However, the method most are applying are not formal processes or tools, but ad hoc applications. 25% do not have plans to do it. One organization shared, “We don’t use the formal methods/tools listed but it has always been ingrained in our culture and performance goals.” 4 5 Emerging Technologies Committee Building Innovat ion Capacity : Toll Industry Practice And Trends B-4 Developing and implementing a future -focused technology plan 53% A cornerstone of organization’s maturing innovation programs is a future"
aebbed60-9d6d-4fd8-b4c2-ce747a609d26," -oriented technology plan or roadmap that aligns with business priorities and infrastructure modernization needs. Highlights of Practice I-77 partners shared their ITS team is constantly looking into new technologies and do a good job of looking for technology that benefits the business. • RS&H shared it was included within their Strategic Plan. • CTRMA recently completed a roadway technology plan and is working on a process to regularly update it with public and private partner input and collaboration. • MDX shared they have an ITS Master Plan that leverages technology to provide safety and efficiency innovations. An overwhelming majority of respondents shared their organizations are in the progress of either developing or carrying out a technology plan. 12% shared they either had no plans to do this or weren’t sure. One private sector organization opined “Technology is always changing. What’s good today may not be the best solution 12 months from now.” Using iterative, flexible procurement and contracting"
aebbed60-9d6d-4fd8-b4c2-ce747a609d26," approaches involving the private sector 78% Organizations with innovation as a focus and an eye on emerging technologies quickly discover the challenge associated with maintaining knowledge and awareness of the available range of options. There is a trend to move away from specifications -based purchasing methodologies to a needs -based phased collaborative unsolicited proposal or Request for Information process. This pairs well with the designation of toll roads as test bed environments (a growing practice) as technology providers are increasingly seeking real -world testing to progress proof of concepts and ideas to on- road testing of technology solutions. Highlights of Practice • Bay Area Toll Authority/Metropolitan Transportation Commission (BATA/MTC) shared they participate in a Start Up Residency program. • Ohio Turnpike shares they are engaging in strategic partnerships with private sectors, non- profits, and universities. • The Colorado High Performance Transportation Enterprise, as a business"
aebbed60-9d6d-4fd8-b4c2-ce747a609d26," enterprise owned by Colorado DOT, they are able to use a flexible procurement and contracting approach, similar to an unsolicited proposal process. • Penn Turnpike shares they are able to se cure demonstration projects within a budget cap. • THEA has specific policies regarding procurement of “experimental leading edge” services and products A majority of respondents shared they are currently using or exploring flexible procurement and contract arrangements. Nevertheless, a few opined that procurement policy within a government agency “hinders our ability to be flexible” 6 7 Emerging Technologies Committee Building Innovat ion Capacity : Toll Industry Practice And Trends B-5 Using a Data Platform (e.g., enterprise wide data warehouse or repository) 63% Data and innovation go hand- in-hand – data is the fuel to empower better decisions, set proper metrics, and track performance. Organizations are increasingly pursuing consolidation of internal sources of data to one centralized location to have data readily"
aebbed60-9d6d-4fd8-b4c2-ce747a609d26," available for business intelligence and operation performance tracking and decision- making. Highlights of Practice • CTRMA is working towards a centralized data platform, has designed the architecture, and is planning on moving forward with a competitive procurement for implementation in the coming year. • MDX shared that “data validation is usually the long pole in the tent. Once resolved over time, the outcomes are rewarding.” • Illinois Tollway is evolving ERP applications but are not fully BI (Business Intelligence) operating yet. • Colorado High Performance Transportation Enterprise is currently in the due diligence phase to discover their options. • BATA/MTC says this is a work in progress and it is “very slow going” and shares they are not resourced “to do this in a deliberate and focused manner. of respondents are currently working on building and using a data platform. 25% are planning on it. Clearly, the benefits of centralized data platforms are recognized by peer organizations. Planning or"
aebbed60-9d6d-4fd8-b4c2-ce747a609d26," implementing a data sharing hub (for external data sharing and other organizations) 44% While organizations see the benefit of data sharing hubs, their adoption is delayed until after a centralized data platform is up and running. As one organization shared, “As we continue to collaborate with other entities, this will be implemented.” Highlights of Practice • Within the State of Florida, MDX shared “we do this daily with our sister agencies. At one point we were involved with comparing and contrasting with two other states, but not recently. Would like to see this come back soon.” • Illinois Tollway is in the very early stages of development. • The Ministry of Transportation of Ontario shared a major challenge was with gaining confidence in the quality and accuracy of the data. • THEA shared that their Connected Vehicle pilot “does exactly this.” • Ohio Turnpike is working with ODOT on leveraging their platform. of respondents are currently doing this. 34% see it as a future priority. 8 9 Emerging"
aebbed60-9d6d-4fd8-b4c2-ce747a609d26," Technologies Committee Building Innovat ion Capacity : Toll Industry Practice And Trends B-6 Advancing Regional Collaboration and Interoperability 69% Clearly, peer organizations recognize the benefits of collaborating with regional agencies on transportation initiatives. Highlights of Practice • THEA shared the following resources for additional information related to regional collaboration associated with their CV Pilot: https://www.tampa -xway.com/wp - content/uploads/2019/01/THEA -Driving - Innovation.pdf and https://theacvpilot.com/ • Ohio Turnpike referenced their regional partnerships with the Drive Ohio and Smart Belt Coal itions; they don’t have plans for TSMO in the near future. said they were actively working on advancing regional collaboration nearly an equal number engaging in regional innovation councils or Transportation Systems Management and Operations (TSMO). Resourcing and Funding Innovation This section of the survey sought to provide insights on how organizations are enabling innovation"
aebbed60-9d6d-4fd8-b4c2-ce747a609d26," administratively with program set up and structure and resource allocations (staff, skill building and budget). Describe y our innovation process When asked to describe their innovation process, about 69% respondents shared their process was active and either a formal or ad hoc process. About 12% shared they were exploring their options or were in the process of developing one. Those with formal processes described a specific, tangible approach for managing innovation (such as stage-gate, waterfall, Innovation Funnel or Lifecyle, or an idea intake process such a unsolicited proposals). Do you Budget for Innovation? Nearly two-thirds of respondents (72%) budget for innovation. However, when pressed for details on their budgeting approach, it became clear it varies by organization. The range of options included:  Line-item budgets for innovation under Research, Technology, Applications and Staff (FTE)  Board approval is required for innovative solutions and a budget is part of the approval process.  Work"
aebbed60-9d6d-4fd8-b4c2-ce747a609d26," Programs fund ongoing efforts to pursue new opportunities  Innovation is included within departmental budgets and capital improvement plan/project 10 Emerging Technologies Committee Building Innovat ion Capacity : Toll Industry Practice And Trends B-7 Does your organization have one or more of the following Executive Level positions associated with Innovation? By far, as shown below, most organizations cited having a Chief Information Officer (40%) foll owed by a Chief Technology Officer (30%) and least likely to have a Chief Innovation Officer (23%). Other positions cited included:  Departmental Directors report to the Executive Director  Director of Transportation Performance and Innovation  Chief Operating Officer  Assistant Executive Director/Deputy Emerging Technologies Committee Building Innovat ion Capacity : Toll Industry Practice And Trends C-1 APPENDIX C: Detailed Case Studies This appendix contains detailed case study examples of a variety of organizations’ progress in building organizational"
aebbed60-9d6d-4fd8-b4c2-ce747a609d26," capacity for innovation and advancing regional collaboration. 1. ASFINAG 2. Central Texas Regional Mobility Authority (Mobility Authority) 3. E-470 Public Highway Authority 4. I-77 Mobility Partners 5. Maryland Transportation Authority 6. North Texas Tollway Authority 7. Ohio Turnpike and Infras tructure Commission (OTIC) 8. Pennsylvania Turnpike Commission 9. State Road and Tollway Authority (SRTA) 10. Tampa-Hillsborough County Expressway Author ity 11. Transurban Emerging Technologies Committee Building Innovat ion Capacity : Toll Industry Practice And Trends C-2 1. ASFINAG Innovation Focus: Innovation Process Organization Type: Operator Year Established: 1982 Employees: 2900 Location: Austria Organization Background While ASFINAG is an Austrian Federal Agency responsible for over 1300 miles of roadways, it has a deep seeded mission around partnerships both internally and externally. A s erious commitment to customers, employees, and partners is what makes their organization standout as a leader in"
aebbed60-9d6d-4fd8-b4c2-ce747a609d26," transportation innovation. ASFINAG has strategies in place around finances, customers and employees, and guiding principles that shape how they go about doing business. Approach to Innovation With Innovation as of one of the nine core strategies at ASFINAG, it is clear that the organization is making it a priority. They have identified five fields of action to drive how they address innovation and utilize the “3 horizons model” as a means to think outside of the box in order to classify (prioritize and plan) innovation efforts. The model has three levels: Horizon one - “Act” (trends with the highest level of priority and are ready to implement in a near -term window of one to three years), Horiz on two - “Think” (trends that are gaining steam and may have promise in next three to five year timeframe) and Horizon three -- “Watch” (trends that are maturing and are worth watching into the future). Employees are encouraged to share ideas to management, and ASFINAG makes this process easy for staff to do so. They"
aebbed60-9d6d-4fd8-b4c2-ce747a609d26," have several ongoing projects and research topics that adhere to the horizon strategy, which also helps create the innovation culture throughout the organization needed to progress innovative work. To ASFINAG, innovation is about addressing what the customer needs as opposed to what is considered innovative. Innovation Initiative(s) ASFINAG has a number of ongoing projects and research topics that are grounded by established guiding principles. These include using drones, a Hackathon with a space agency using satellites, autonomous vehicles and autonomous mulching, truck platooning, photovoltaic systems (solar) “carport motorway,” salt and fuel storage management, and a smart tunnel fire simul ator. ASFINAG defines innovation by thinking outside of the box, and that is showcased through all of their project’s information exchange efforts , and “ ASFINAG TV ”. Their “Corona Challenge” was an attempt to “hack the crisis” where they shared a two-minute video via social media outlets highlighting successful"
aebbed60-9d6d-4fd8-b4c2-ce747a609d26," projects and their implementation to seek public input. As a result, ASFINAG received 200 new ideas while showcasing their company as an attractive employer. Emerging Technologies Committee Building Innovat ion Capacity : Toll Industry Practice And Trends C-3 2. Central Texas Regional Mobility Authority (Mobility Authority) Innovation Focus: Technology -Driven Innovation Organization Type: Operator Year Established: 2002 Employees: 30 Location: Austin, T X Overview Since its founding in 2002 as an independent government agency in Central Texas, the Mobility Authority has been a leader in new technology deployment since its founding in 2002 as an independent government agency located in the Austin, TX region. It was among the first toll agencies in the country to deploy all -electronic cashless tolling and has been a leader in adopting license plate -based tolling payment programs. It has tested innovative ridesharing technologies and been at the forefront of the variable pricing movement. Approach to"
aebbed60-9d6d-4fd8-b4c2-ce747a609d26," Innovation The Mobility Authority’s mission, “implement innovative, multimodal transportation solutions that reduce congestion and create transportation choices that enhance quality of life and economic vitality,” is reflected in the core values of their 201 6 Strategic Plan. In 2018, the Mobility Authority formed an innovation team dedicated to discovering opportunities to move the agency toward its forward- thinking mobility vision. The team is building internal capacity and processes to support a three phased continuous approach or lifecycle to innovation “Discover, Develop, and Deploy.” To further expand its reach, the Mobility authority also maintains partnerships with other agencies in the region to ensure collaboration of the transportation network that s erves the surrounding communities Initiative Highlights The Mobility Authority is evaluating and implementing innovative technologies and connected vehicle systems to benefit customer benefits and prepare roadways for the future. Current"
aebbed60-9d6d-4fd8-b4c2-ce747a609d26," demonstration initiatives include:  Wrong way driving detection technology —the 45SW Toll Road is the first in Central Texas to feature Wrong-way driving detection technology to reduce the incidence of wrong-way crashes. The intelligent warning system actively monitors and detects wrong-way entrants, deploys countermeasures, and sends alerts to drivers, first responders, and the Mobility Authority’s Traffic & Incident Management (TIM) Center.  Advanced Transportation Reporting and Incident Management System —In partnership with WayCare Technologies Inc., the agency is implementing an advanced transportation and incident management and prediction system with the objective of reducing incidents detection and response time. The system col lects data from roadway sensors, connected vehicles and smartphone applications and combines it with artificial intell igence to predict areas prone to congestion, identify locations where accidents have occurred or are likely; and alert emergency responders.  Next"
aebbed60-9d6d-4fd8-b4c2-ce747a609d26," Generation Toll Demonstration—The agency is partnering with Kapsch TrafficCom and Ford Motor Company on a demonstration to develop capabilities for connected vehicles to provide real -time toll rates, confirm toll payment and offer a wider range of payment options. Emerging Technologies Committee Building Innovat ion Capacity : Toll Industry Practice And Trends C-4 3. E-470 Public Highway Authority Innovation Focus: Innovation Process/Regional Collaboration Organization Type: Operator Year Established: 1987 Employees: Approx. 60 Location: Denver, Co Overview The E -470 Public Highway Authority was established in 1987 after the Color ado State Legislature passed the Public Highway Authority Act which granted E -470 the power to plan, design, build, finance, and operate the toll highway. As a subdivision of the State of Colorado, E -470 relies on toll revenue, vehicle registration fees, i nvestments, and other non-toll revenues to support operations and maintenance. Approach to Innovation When Executive"
aebbed60-9d6d-4fd8-b4c2-ce747a609d26," Director, Tim Stewart, joined E -470 in 2016, he had a vision. Out of that vision, he created a strategic plan with core values that could support innovation within the organization. The current E -470 Workplan was established based upon the s trategic goals and priorities laid out in the plan. By 2019, E -470 began to really address innovation through the development of an Enterprise Project Management Office (ePMO). This top down approach supports a culture and creates a structure for innovati on across the organization. The ePMO creates a landing spot for innovative projects and ideas, so the agency can stay on top of what is happening in the industry. Initially, ideas would come to the agency in a way that was overwhelming. As a result, a revi ew committee was established by the end of 2019, and a formal prioritization process for innovation was launched. Initiative Highlights As E-470 established the ePMO, key staff were identified to lead the innovation effort. The team created an online inno vation"
